Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2020-04-16 Kl. 15-16;0.06853;0.06853;0.04945;0.05379;0.06853
2020-04-16 Kl. 16-17;0.06924;0.06924;0.04745;0.05379;0.06924
2020-04-16 Kl. 17-18;0.06881;0.06881;0.05046;0.05333;0.06881
2020-04-16 Kl. 18-19;0.06953;0.06953;0.05003;0.05344;0.06953
2020-04-16 Kl. 19-20;0.07039;0.07039;0.05031;0.05356;0.07039
2020-04-16 Kl. 20-21;0.06939;0.06939;0.05304;0.05356;0.06939
2020-04-16 Kl. 21-22;0.06953;0.06953;0.05261;0.05401;0.06953
2020-04-16 Kl. 22-23;0.07039;0.07039;0.05333;0.05367;0.07039
2020-04-16 Kl. 23-00;0.06751;0.06751;0.05246;0.05333;0.06751
2020-04-17 Kl. 00-01;0.06641;0.06641;0.05010;0.04580;0.06641
2020-04-17 Kl. 01-02;0.06598;0.06598;0.04995;0.04466;0.06598
2020-04-17 Kl. 02-03;0.06598;0.06598;0.04938;0.04385;0.06598
2020-04-17 Kl. 03-04;0.06655;0.06655;0.04953;0.04340;0.06655
2020-04-17 Kl. 04-05;0.06684;0.06684;0.04995;0.04351;0.06684
2020-04-17 Kl. 05-06;0.06913;0.06913;0.04953;0.04362;0.06913
2020-04-17 Kl. 06-07;0.07143;0.07143;0.04981;0.04500;0.07143
2020-04-17 Kl. 07-08;0.07371;0.07371;0.05195;0.04660;0.07371
2020-04-17 Kl. 08-09;0.07715;0.07715;0.04966;0.04672;0.07715
2020-04-17 Kl. 09-10;0.07500;0.07500;0.04981;0.04591;0.07500
2020-04-17 Kl. 10-11;0.07156;0.07156;0.05711;0.04569;0.07156
2020-04-17 Kl. 11-12;0.07099;0.07099;0.04953;0.04443;0.07099
2020-04-17 Kl. 12-13;0.07085;0.07085;0.04981;0.04672;0.07085
2020-04-17 Kl. 13-14;0.07028;0.07028;0.04995;0.04717;0.07028
2020-04-17 Kl. 14-15;0.07128;0.07128;0.05053;0.04695;0.07128
2020-04-17 Kl. 15-16;0.07085;0.07085;0.04995;0.04420;0.07085
2020-04-17 Kl. 16-17;0.07041;0.07041;0.04981;0.04385;0.07041
2020-04-17 Kl. 17-18;0.07070;0.07070;0.05010;0.04362;0.07070
2020-04-17 Kl. 18-19;0.07128;0.07128;0.04981;0.04488;0.07128
2020-04-17 Kl. 19-20;0.07185;0.07185;0.05066;0.04523;0.07185
2020-04-17 Kl. 20-21;0.07128;0.07128;0.05811;0.04649;0.07128
2020-04-17 Kl. 21-22;0.07128;0.07128;0.05796;0.04637;0.07128
2020-04-17 Kl. 22-23;0.07114;0.07114;0.05754;0.04603;0.07114
2020-04-17 Kl. 23-00;0.06899;0.06899;0.05683;0.04546;0.06899
2020-04-18 Kl. 00-01;0.06956;0.06956;0.05724;0.04579;0.06956
2020-04-18 Kl. 01-02;0.06885;0.06885;0.05751;0.04601;0.06885
2020-04-18 Kl. 02-03;0.06871;0.06871;0.05823;0.04658;0.06871
2020-04-18 Kl. 03-04;0.06914;0.06914;0.05809;0.04647;0.06914
2020-04-18 Kl. 04-05;0.06970;0.06970;0.05823;0.04658;0.06970
2020-04-18 Kl. 05-06;0.07069;0.07069;0.05879;0.04703;0.07069
2020-04-18 Kl. 06-07;0.07196;0.07196;0.06049;0.04839;0.07196
2020-04-18 Kl. 07-08;0.07395;0.07395;0.06120;0.04896;0.07395
2020-04-18 Kl. 08-09;0.07565;0.07565;0.06021;0.04817;0.07565
2020-04-18 Kl. 09-10;0.07678;0.07678;0.06021;0.04817;0.07678
2020-04-18 Kl. 10-11;0.07338;0.07338;0.05964;0.04771;0.07338
2020-04-18 Kl. 11-12;0.07055;0.07055;0.05950;0.04760;0.07055
2020-04-18 Kl. 12-13;0.06999;0.06999;0.05908;0.04726;0.06999
2020-04-18 Kl. 13-14;0.07055;0.07055;0.05865;0.04692;0.07055
2020-04-18 Kl. 14-15;0.07084;0.07084;0.05809;0.04647;0.07084
2020-04-18 Kl. 15-16;0.07055;0.07055;0.05780;0.04624;0.07055
2020-04-18 Kl. 16-17;0.07140;0.07140;0.05809;0.04647;0.07140
2020-04-18 Kl. 17-18;0.07281;0.07281;0.06319;0.05055;0.07281
2020-04-18 Kl. 18-19;0.07324;0.07324;0.06744;0.05395;0.07324
2020-04-18 Kl. 19-20;0.07338;0.07338;0.06914;0.05531;0.07338
2020-04-18 Kl. 20-21;0.07324;0.07324;0.06914;0.05531;0.07324
2020-04-18 Kl. 21-22;0.07268;0.07268;0.06800;0.05440;0.07268
2020-04-18 Kl. 22-23;0.07168;0.07168;0.06956;0.05565;0.07168
2020-04-18 Kl. 23-00;0.06941;0.06941;0.06928;0.05542;0.06941
2020-04-19 Kl. 00-01;0.06763;0.06763;0.06763;0.05410;0.06763
2020-04-19 Kl. 01-02;0.06734;0.06734;0.06734;0.05387;0.06734
2020-04-19 Kl. 02-03;0.06720;0.06720;0.06720;0.05376;0.06720
2020-04-19 Kl. 03-04;0.06790;0.06790;0.06790;0.05432;0.06790
2020-04-19 Kl. 04-05;0.06875;0.06875;0.06875;0.05500;0.06875
2020-04-19 Kl. 05-06;0.06931;0.06931;0.06931;0.05545;0.06931
2020-04-19 Kl. 06-07;0.06931;0.06931;0.06931;0.05545;0.06931
2020-04-19 Kl. 07-08;0.07115;0.07115;0.07115;0.05692;0.07115
2020-04-19 Kl. 08-09;0.07413;0.07413;0.07413;0.05930;0.07413
2020-04-19 Kl. 09-10;0.07611;0.07611;0.07611;0.06089;0.07611
2020-04-19 Kl. 10-11;0.07554;0.07554;0.07554;0.06043;0.07554
2020-04-19 Kl. 11-12;0.07186;0.07186;0.07186;0.05749;0.07186
2020-04-19 Kl. 12-13;0.06790;0.06790;0.06790;0.05432;0.06790
2020-04-19 Kl. 13-14;0.06281;0.06281;0.06281;0.05025;0.06281
2020-04-19 Kl. 14-15;0.06026;0.06026;0.06026;0.04821;0.06026
2020-04-19 Kl. 15-16;0.05998;0.05998;0.05998;0.04798;0.05998
2020-04-19 Kl. 16-17;0.06196;0.06196;0.06196;0.04957;0.06196
2020-04-19 Kl. 17-18;0.06564;0.06564;0.06564;0.05251;0.06564
2020-04-19 Kl. 18-19;0.06861;0.06861;0.06861;0.05489;0.06861
2020-04-19 Kl. 19-20;0.07003;0.07003;0.06946;0.05557;0.07003
2020-04-19 Kl. 20-21;0.07059;0.07059;0.06861;0.05489;0.07059
2020-04-19 Kl. 21-22;0.07059;0.07059;0.06663;0.05330;0.07059
2020-04-19 Kl. 22-23;0.06734;0.06734;0.06691;0.05353;0.06734
2020-04-19 Kl. 23-00;0.06550;0.06550;0.06550;0.05240;0.06550
2020-04-20 Kl. 00-01;0.06266;0.06266;0.06266;0.05013;0.06266
2020-04-20 Kl. 01-02;0.06098;0.06098;0.06098;0.04878;0.06098
2020-04-20 Kl. 02-03;0.05348;0.05348;0.05348;0.04278;0.05348
2020-04-20 Kl. 03-04;0.05008;0.05008;0.05008;0.04006;0.05008
2020-04-20 Kl. 04-05;0.05545;0.05545;0.05545;0.04436;0.05545
2020-04-20 Kl. 05-06;0.06578;0.06578;0.06578;0.05262;0.06578
2020-04-20 Kl. 06-07;0.07596;0.07596;0.06705;0.05364;0.07596
2020-04-20 Kl. 07-08;0.09238;0.09238;0.06875;0.05500;0.09238
2020-04-20 Kl. 08-09;0.10143;0.10143;0.07031;0.05625;0.10143
2020-04-20 Kl. 09-10;0.09578;0.09578;0.07158;0.05726;0.09578
2020-04-20 Kl. 10-11;0.08714;0.08714;0.07074;0.05659;0.08714
2020-04-20 Kl. 11-12;0.07653;0.07653;0.07059;0.05647;0.07653
2020-04-20 Kl. 12-13;0.06790;0.06790;0.06790;0.05432;0.06790
2020-04-20 Kl. 13-14;0.06479;0.06479;0.06479;0.05183;0.06479
2020-04-20 Kl. 14-15;0.06366;0.06366;0.06366;0.05093;0.06366
2020-04-20 Kl. 15-16;0.06324;0.06324;0.06324;0.05059;0.06324
2020-04-20 Kl. 16-17;0.06423;0.06423;0.06423;0.05138;0.06423
2020-04-20 Kl. 17-18;0.06763;0.06763;0.06763;0.05410;0.06763
2020-04-20 Kl. 18-19;0.07469;0.07469;0.06776;0.05421;0.07469
2020-04-20 Kl. 19-20;0.07484;0.07484;0.06720;0.05376;0.07484
2020-04-20 Kl. 20-21;0.07243;0.07243;0.06989;0.05591;0.07243
2020-04-20 Kl. 21-22;0.07243;0.07243;0.06918;0.05534;0.07243
2020-04-20 Kl. 22-23;0.07144;0.07144;0.06748;0.05398;0.07144
2020-04-20 Kl. 23-00;0.06861;0.06861;0.06649;0.05319;0.06861
2020-04-21 Kl. 00-01;0.06555;0.06555;0.06555;0.05244;0.06555
2020-04-21 Kl. 01-02;0.06076;0.06076;0.06076;0.04861;0.06076
2020-04-21 Kl. 02-03;0.05738;0.05738;0.05738;0.04590;0.05738
2020-04-21 Kl. 03-04;0.05724;0.05724;0.05724;0.04579;0.05724
2020-04-21 Kl. 04-05;0.05724;0.05724;0.05724;0.04579;0.05724
2020-04-21 Kl. 05-06;0.06485;0.06485;0.06485;0.05188;0.06485
2020-04-21 Kl. 06-07;0.07218;0.07218;0.07218;0.05774;0.07218
2020-04-21 Kl. 07-08;0.07458;0.07458;0.07669;0.06135;0.07458
2020-04-21 Kl. 08-09;0.07739;0.07739;0.08543;0.06834;0.07739
2020-04-21 Kl. 09-10;0.07345;0.07345;0.08769;0.07015;0.07345
2020-04-21 Kl. 10-11;0.06696;0.06696;0.07711;0.06169;0.06696
2020-04-21 Kl. 11-12;0.06189;0.06189;0.07175;0.05740;0.06189
2020-04-21 Kl. 12-13;0.06034;0.05738;0.07020;0.05616;0.06034
2020-04-21 Kl. 13-14;0.05963;0.05668;0.06865;0.05492;0.05963
2020-04-21 Kl. 14-15;0.05935;0.05625;0.06739;0.05391;0.05935
2020-04-21 Kl. 15-16;0.05850;0.05371;0.06400;0.05120;0.05850
2020-04-21 Kl. 16-17;0.05921;0.05921;0.06231;0.04985;0.05921
2020-04-21 Kl. 17-18;0.06288;0.06288;0.06499;0.05199;0.06288
2020-04-21 Kl. 18-19;0.06710;0.06710;0.07316;0.05853;0.06710
2020-04-21 Kl. 19-20;0.07091;0.07091;0.07218;0.05774;0.07091
2020-04-21 Kl. 20-21;0.07133;0.07133;0.07218;0.05774;0.07133
2020-04-21 Kl. 21-22;0.07119;0.07119;0.07330;0.05864;0.07119
2020-04-21 Kl. 22-23;0.07091;0.07091;0.07274;0.05819;0.07091
2020-04-21 Kl. 23-00;0.06879;0.06879;0.07260;0.05808;0.06879
2020-04-22 Kl. 00-01;0.06841;0.06841;0.06841;0.05473;0.06841
2020-04-22 Kl. 01-02;0.06481;0.06481;0.06481;0.05185;0.06481
2020-04-22 Kl. 02-03;0.06208;0.06208;0.06208;0.04966;0.06208
2020-04-22 Kl. 03-04;0.06366;0.06366;0.06366;0.05093;0.06366
2020-04-22 Kl. 04-05;0.06583;0.06583;0.06583;0.05266;0.06583
2020-04-22 Kl. 05-06;0.07203;0.07203;0.07203;0.05762;0.07203
2020-04-22 Kl. 06-07;0.07691;0.07691;0.07691;0.06153;0.07691
2020-04-22 Kl. 07-08;0.09939;0.09939;0.09478;0.07582;0.09939
2020-04-22 Kl. 08-09;0.11191;0.11191;0.10169;0.08135;0.11191
2020-04-22 Kl. 09-10;0.09981;0.09981;0.09981;0.07985;0.09981
2020-04-22 Kl. 10-11;0.09031;0.09031;0.09031;0.07225;0.09031
2020-04-22 Kl. 11-12;0.08499;0.08499;0.08499;0.06799;0.08499
2020-04-22 Kl. 12-13;0.07274;0.07274;0.07274;0.05819;0.07274
2020-04-22 Kl. 13-14;0.06958;0.06958;0.07000;0.05600;0.06958
2020-04-22 Kl. 14-15;0.06568;0.06568;0.06684;0.05347;0.06568
2020-04-22 Kl. 15-16;0.06410;0.06410;0.06468;0.05174;0.06410
2020-04-22 Kl. 16-17;0.06611;0.06611;0.06611;0.05289;0.06611
2020-04-22 Kl. 17-18;0.07188;0.07188;0.07188;0.05750;0.07188
2020-04-22 Kl. 18-19;0.07188;0.07188;0.07188;0.05750;0.07188
2020-04-22 Kl. 19-20;0.07216;0.07216;0.07216;0.05773;0.07216
2020-04-22 Kl. 20-21;0.07289;0.07289;0.07289;0.05831;0.07289
2020-04-22 Kl. 21-22;0.07260;0.07260;0.07260;0.05808;0.07260
2020-04-22 Kl. 22-23;0.07144;0.07144;0.07144;0.05715;0.07144
2020-04-22 Kl. 23-00;0.06914;0.06914;0.06914;0.05531;0.06914
2020-04-23 Kl. 00-01;0.06914;0.06914;0.06914;0.05531;0.06914
2020-04-23 Kl. 01-02;0.06885;0.06885;0.06885;0.05508;0.06885
2020-04-23 Kl. 02-03;0.06843;0.06843;0.06843;0.05474;0.06843
2020-04-23 Kl. 03-04;0.06900;0.06900;0.06900;0.05520;0.06900
2020-04-23 Kl. 04-05;0.06986;0.06986;0.06986;0.05589;0.06986
2020-04-23 Kl. 05-06;0.07116;0.07116;0.07116;0.05693;0.07116
2020-04-23 Kl. 06-07;0.07248;0.07248;0.07248;0.05798;0.07248
2020-04-23 Kl. 07-08;0.07623;0.07623;0.07623;0.06098;0.07623
2020-04-23 Kl. 08-09;0.07985;0.07985;0.07985;0.06388;0.07985
2020-04-23 Kl. 09-10;0.07840;0.07840;0.07840;0.06272;0.07840
2020-04-23 Kl. 10-11;0.07783;0.07783;0.07783;0.06226;0.07783
2020-04-23 Kl. 11-12;0.07565;0.07565;0.07565;0.06052;0.07565
2020-04-23 Kl. 12-13;0.07378;0.07378;0.07378;0.05902;0.07378
2020-04-23 Kl. 13-14;0.07290;0.07290;0.07290;0.05832;0.07290
2020-04-23 Kl. 14-15;0.07189;0.07189;0.07189;0.05751;0.07189
2020-04-23 Kl. 15-16;0.07045;0.07045;0.07045;0.05636;0.07045
2020-04-23 Kl. 16-17;0.06929;0.06929;0.06929;0.05543;0.06929
2020-04-23 Kl. 17-18;0.06914;0.06914;0.06914;0.05531;0.06914
2020-04-23 Kl. 18-19;0.06885;0.06885;0.06885;0.05508;0.06885
2020-04-23 Kl. 19-20;0.06914;0.06914;0.06914;0.05531;0.06914
2020-04-23 Kl. 20-21;0.07088;0.07088;0.07088;0.05670;0.07088
2020-04-23 Kl. 21-22;0.07116;0.07116;0.07116;0.05693;0.07116
2020-04-23 Kl. 22-23;0.06871;0.06871;0.06871;0.05497;0.06871
2020-04-23 Kl. 23-00;0.06524;0.06524;0.06524;0.05219;0.06524
2020-04-24 Kl. 00-01;0.06558;0.06558;0.06558;0.05246;0.06558
2020-04-24 Kl. 01-02;0.06486;0.06486;0.06486;0.05189;0.06486
2020-04-24 Kl. 02-03;0.06458;0.06458;0.06458;0.05166;0.06458
2020-04-24 Kl. 03-04;0.06486;0.06486;0.06486;0.05189;0.06486
2020-04-24 Kl. 04-05;0.06558;0.06558;0.06558;0.05246;0.06558
2020-04-24 Kl. 05-06;0.06816;0.06816;0.06816;0.05453;0.06816
2020-04-24 Kl. 06-07;0.06903;0.06903;0.07119;0.05695;0.06903
2020-04-24 Kl. 07-08;0.07306;0.07306;0.07723;0.06178;0.07306
2020-04-24 Kl. 08-09;0.07680;0.07680;0.07680;0.06144;0.07680
2020-04-24 Kl. 09-10;0.07508;0.07508;0.07809;0.06247;0.07508
2020-04-24 Kl. 10-11;0.07320;0.07320;0.07795;0.06236;0.07320
2020-04-24 Kl. 11-12;0.07249;0.07249;0.07665;0.06132;0.07249
2020-04-24 Kl. 12-13;0.07075;0.07075;0.07479;0.05983;0.07075
2020-04-24 Kl. 13-14;0.07033;0.07033;0.07479;0.05983;0.07033
2020-04-24 Kl. 14-15;0.07004;0.07004;0.07364;0.05891;0.07004
2020-04-24 Kl. 15-16;0.06874;0.06874;0.07075;0.05660;0.06874
2020-04-24 Kl. 16-17;0.06831;0.06831;0.06903;0.05522;0.06831
2020-04-24 Kl. 17-18;0.06903;0.06903;0.06903;0.05522;0.06903
2020-04-24 Kl. 18-19;0.06989;0.06989;0.06989;0.05591;0.06989
2020-04-24 Kl. 19-20;0.07061;0.07061;0.07061;0.05649;0.07061
2020-04-24 Kl. 20-21;0.07148;0.07148;0.07148;0.05718;0.07148
2020-04-24 Kl. 21-22;0.07133;0.07133;0.07133;0.05706;0.07133
2020-04-24 Kl. 22-23;0.07104;0.07104;0.07104;0.05683;0.07104
2020-04-24 Kl. 23-00;0.06989;0.06989;0.06989;0.05591;0.06989
2020-04-25 Kl. 00-01;0.06850;0.06850;0.06850;0.05480;0.06850
2020-04-25 Kl. 01-02;0.06793;0.06793;0.06793;0.05434;0.06793
2020-04-25 Kl. 02-03;0.06749;0.06749;0.06749;0.05399;0.06749
2020-04-25 Kl. 03-04;0.06850;0.06850;0.06850;0.05480;0.06850
2020-04-25 Kl. 04-05;0.06864;0.06864;0.06864;0.05491;0.06864
2020-04-25 Kl. 05-06;0.06964;0.06964;0.06964;0.05571;0.06964
2020-04-25 Kl. 06-07;0.06993;0.06993;0.06993;0.05594;0.06993
2020-04-25 Kl. 07-08;0.07165;0.07165;0.07165;0.05732;0.07165
2020-04-25 Kl. 08-09;0.07238;0.07238;0.07238;0.05790;0.07238
2020-04-25 Kl. 09-10;0.07395;0.07395;0.07395;0.05916;0.07395
2020-04-25 Kl. 10-11;0.07280;0.07280;0.07280;0.05824;0.07280
2020-04-25 Kl. 11-12;0.07108;0.07108;0.07108;0.05686;0.07108
2020-04-25 Kl. 12-13;0.06950;0.06950;0.06950;0.05560;0.06950
2020-04-25 Kl. 13-14;0.06793;0.06793;0.06793;0.05434;0.06793
2020-04-25 Kl. 14-15;0.06678;0.06678;0.06678;0.05342;0.06678
2020-04-25 Kl. 15-16;0.06649;0.06649;0.06649;0.05319;0.06649
2020-04-25 Kl. 16-17;0.06634;0.06634;0.06634;0.05307;0.06634
2020-04-25 Kl. 17-18;0.06764;0.06764;0.06720;0.05376;0.06764
2020-04-25 Kl. 18-19;0.06906;0.06906;0.06906;0.05525;0.06906
2020-04-25 Kl. 19-20;0.07036;0.07036;0.07036;0.05629;0.07036
2020-04-25 Kl. 20-21;0.07136;0.07136;0.07136;0.05709;0.07136
2020-04-25 Kl. 21-22;0.07136;0.07136;0.07136;0.05709;0.07136
2020-04-25 Kl. 22-23;0.07136;0.07136;0.07136;0.05709;0.07136
2020-04-25 Kl. 23-00;0.06979;0.06979;0.06979;0.05583;0.06979
2020-04-26 Kl. 00-01;0.07000;0.07000;0.07000;0.05600;0.07000
2020-04-26 Kl. 01-02;0.06958;0.06958;0.06958;0.05566;0.06958
2020-04-26 Kl. 02-03;0.06943;0.06943;0.06943;0.05554;0.06943
2020-04-26 Kl. 03-04;0.07000;0.07000;0.07000;0.05600;0.07000
2020-04-26 Kl. 04-05;0.07073;0.07073;0.07073;0.05658;0.07073
2020-04-26 Kl. 05-06;0.07115;0.07115;0.07274;0.05819;0.07115
2020-04-26 Kl. 06-07;0.07115;0.07115;0.07289;0.05831;0.07115
2020-04-26 Kl. 07-08;0.07159;0.07159;0.07318;0.05854;0.07159
2020-04-26 Kl. 08-09;0.07303;0.07303;0.07389;0.05911;0.07303
2020-04-26 Kl. 09-10;0.07073;0.07073;0.07735;0.06188;0.07073
2020-04-26 Kl. 10-11;0.07173;0.07173;0.07936;0.06349;0.07173
2020-04-26 Kl. 11-12;0.07115;0.07115;0.07994;0.06395;0.07115
2020-04-26 Kl. 12-13;0.07000;0.07000;0.07865;0.06292;0.07000
2020-04-26 Kl. 13-14;0.06856;0.06856;0.07806;0.06245;0.06856
2020-04-26 Kl. 14-15;0.06784;0.06784;0.07764;0.06211;0.06784
2020-04-26 Kl. 15-16;0.06698;0.06698;0.07793;0.06234;0.06698
2020-04-26 Kl. 16-17;0.06698;0.06698;0.07894;0.06315;0.06698
2020-04-26 Kl. 17-18;0.06741;0.06741;0.08268;0.06614;0.06741
2020-04-26 Kl. 18-19;0.06841;0.06841;0.08296;0.06637;0.06841
2020-04-26 Kl. 19-20;0.06971;0.06971;0.08254;0.06603;0.06971
2020-04-26 Kl. 20-21;0.07115;0.07115;0.08484;0.06787;0.07115
2020-04-26 Kl. 21-22;0.07159;0.07159;0.08599;0.06879;0.07159
2020-04-26 Kl. 22-23;0.06943;0.06943;0.08023;0.06418;0.06943
2020-04-26 Kl. 23-00;0.06726;0.06726;0.07563;0.06050;0.06726
2020-04-27 Kl. 00-01;0.07231;0.07231;0.07749;0.06199;0.07231
2020-04-27 Kl. 01-02;0.07101;0.07101;0.07649;0.06119;0.07101
2020-04-27 Kl. 02-03;0.07086;0.07086;0.07649;0.06119;0.07086
2020-04-27 Kl. 03-04;0.07101;0.07101;0.07663;0.06130;0.07101
2020-04-27 Kl. 04-05;0.07188;0.07188;0.07778;0.06222;0.07188
2020-04-27 Kl. 05-06;0.07260;0.07260;0.08354;0.06683;0.07260
2020-04-27 Kl. 06-07;0.07433;0.07433;0.09679;0.07743;0.07433
2020-04-27 Kl. 07-08;0.07894;0.07894;0.11048;0.08838;0.07894
2020-04-27 Kl. 08-09;0.09464;0.09464;0.10803;0.08642;0.09464
2020-04-27 Kl. 09-10;0.08585;0.08585;0.10889;0.08711;0.08585
2020-04-27 Kl. 10-11;0.07879;0.07879;0.10860;0.08688;0.07879
2020-04-27 Kl. 11-12;0.07821;0.07821;0.09981;0.07985;0.07821
2020-04-27 Kl. 12-13;0.07749;0.07749;0.09650;0.07720;0.07749
2020-04-27 Kl. 13-14;0.07691;0.07691;0.08614;0.06891;0.07691
2020-04-27 Kl. 14-15;0.07634;0.07634;0.08541;0.06833;0.07634
2020-04-27 Kl. 15-16;0.07634;0.07634;0.08484;0.06787;0.07634
2020-04-27 Kl. 16-17;0.07634;0.07634;0.08340;0.06672;0.07634
2020-04-27 Kl. 17-18;0.07620;0.07620;0.07936;0.06591;0.07620
2020-04-27 Kl. 18-19;0.07591;0.07591;0.07894;0.06626;0.07591
2020-04-27 Kl. 19-20;0.07649;0.07649;0.07850;0.06672;0.07649
2020-04-27 Kl. 20-21;0.07706;0.07706;0.07821;0.06649;0.07706
2020-04-27 Kl. 21-22;0.07706;0.07706;0.07706;0.06683;0.07706
2020-04-27 Kl. 22-23;0.07418;0.07418;0.07418;0.06591;0.07418
2020-04-27 Kl. 23-00;0.07274;0.07274;0.07274;0.06407;0.07274
2020-04-28 Kl. 00-01;0.07230;0.07230;0.07630;0.08074;0.07230
2020-04-28 Kl. 01-02;0.07100;0.07100;0.07645;0.07375;0.07100
2020-04-28 Kl. 02-03;0.07073;0.07073;0.07674;0.07387;0.07073
2020-04-28 Kl. 03-04;0.07086;0.07086;0.07774;0.07467;0.07086
2020-04-28 Kl. 04-05;0.07144;0.07144;0.08074;0.07604;0.07144
2020-04-28 Kl. 05-06;0.07430;0.07430;0.08460;0.08028;0.07430
2020-04-28 Kl. 06-07;0.07459;0.07459;0.10479;0.08383;0.07459
2020-04-28 Kl. 07-08;0.08561;0.08561;0.11180;0.08944;0.08561
2020-04-28 Kl. 08-09;0.10623;0.10623;0.11668;0.09334;0.10623
2020-04-28 Kl. 09-10;0.08131;0.08131;0.11739;0.09391;0.08131
2020-04-28 Kl. 10-11;0.08890;0.08890;0.11624;0.09299;0.08890
2020-04-28 Kl. 11-12;0.09205;0.09205;0.11366;0.09093;0.09205
2020-04-28 Kl. 12-13;0.08719;0.08719;0.11424;0.09139;0.08719
2020-04-28 Kl. 13-14;0.07745;0.07745;0.11366;0.09093;0.07745
2020-04-28 Kl. 14-15;0.07701;0.07701;0.11253;0.09002;0.07701
2020-04-28 Kl. 15-16;0.07488;0.07488;0.11166;0.08933;0.07488
2020-04-28 Kl. 16-17;0.07430;0.07430;0.10980;0.08784;0.07430
2020-04-28 Kl. 17-18;0.07588;0.07588;0.10780;0.08624;0.07588
2020-04-28 Kl. 18-19;0.07530;0.07530;0.10851;0.08681;0.07530
2020-04-28 Kl. 19-20;0.07544;0.07544;0.10923;0.08738;0.07544
2020-04-28 Kl. 20-21;0.07588;0.07588;0.11095;0.08876;0.07588
2020-04-28 Kl. 21-22;0.07588;0.07588;0.11095;0.08876;0.07588
2020-04-28 Kl. 22-23;0.07516;0.07516;0.10865;0.08692;0.07516
2020-04-28 Kl. 23-00;0.07144;0.07144;0.10379;0.08303;0.07144
2020-04-29 Kl. 00-01;0.07466;0.07466;0.10006;0.08005;0.07466
2020-04-29 Kl. 01-02;0.07325;0.07325;0.08680;0.06944;0.07325
2020-04-29 Kl. 02-03;0.07283;0.07283;0.08355;0.06684;0.07283
2020-04-29 Kl. 03-04;0.07283;0.07283;0.08214;0.06571;0.07283
2020-04-29 Kl. 04-05;0.07354;0.07354;0.07989;0.06391;0.07354
2020-04-29 Kl. 05-06;0.07536;0.07536;0.08328;0.06662;0.07536
2020-04-29 Kl. 06-07;0.07621;0.07621;0.09456;0.07565;0.07621
2020-04-29 Kl. 07-08;0.08101;0.08101;0.10318;0.08254;0.08101
2020-04-29 Kl. 08-09;0.08370;0.08370;0.10628;0.08502;0.08370
2020-04-29 Kl. 09-10;0.08101;0.08101;0.10798;0.08638;0.08101
2020-04-29 Kl. 10-11;0.07819;0.07819;0.10430;0.08344;0.07819
2020-04-29 Kl. 11-12;0.07706;0.07706;0.10303;0.08242;0.07706
2020-04-29 Kl. 12-13;0.07650;0.07650;0.10331;0.08265;0.07650
2020-04-29 Kl. 13-14;0.07608;0.07608;0.10360;0.08288;0.07608
2020-04-29 Kl. 14-15;0.07608;0.07608;0.10374;0.08299;0.07608
2020-04-29 Kl. 15-16;0.07536;0.07536;0.10345;0.08276;0.07536
2020-04-29 Kl. 16-17;0.07495;0.07495;0.10401;0.08321;0.07495
2020-04-29 Kl. 17-18;0.07438;0.07438;0.10289;0.08231;0.07438
2020-04-29 Kl. 18-19;0.07354;0.07354;0.10120;0.08096;0.07354
2020-04-29 Kl. 19-20;0.07339;0.07339;0.10105;0.08084;0.07339
2020-04-29 Kl. 20-21;0.07395;0.07395;0.10190;0.08152;0.07395
2020-04-29 Kl. 21-22;0.07480;0.07480;0.10176;0.08141;0.07480
2020-04-29 Kl. 22-23;0.07255;0.07255;0.10176;0.08141;0.07255
2020-04-29 Kl. 23-00;0.06986;0.06986;0.10035;0.08028;0.06986
2020-04-30 Kl. 00-01;0.07339;0.07339;0.10608;0.08486;0.07339
2020-04-30 Kl. 01-02;0.07184;0.07184;0.10410;0.08328;0.07184
2020-04-30 Kl. 02-03;0.07128;0.07128;0.10284;0.08227;0.07128
2020-04-30 Kl. 03-04;0.07114;0.07114;0.10185;0.08148;0.07114
2020-04-30 Kl. 04-05;0.07170;0.07170;0.10030;0.08024;0.07170
2020-04-30 Kl. 05-06;0.07325;0.07325;0.10086;0.08069;0.07325
2020-04-30 Kl. 06-07;0.07368;0.07368;0.09073;0.07258;0.07368
2020-04-30 Kl. 07-08;0.07395;0.07395;0.10551;0.08441;0.07395
2020-04-30 Kl. 08-09;0.07523;0.07523;0.10861;0.08689;0.07523
2020-04-30 Kl. 09-10;0.07523;0.07523;0.10664;0.08531;0.07523
2020-04-30 Kl. 10-11;0.07410;0.07410;0.10466;0.08373;0.07410
2020-04-30 Kl. 11-12;0.07339;0.07339;0.10129;0.08103;0.07339
2020-04-30 Kl. 12-13;0.07298;0.07298;0.10016;0.08013;0.07298
2020-04-30 Kl. 13-14;0.07283;0.07283;0.09015;0.07968;0.07283
2020-04-30 Kl. 14-15;0.07339;0.07339;0.08030;0.07979;0.07339
2020-04-30 Kl. 15-16;0.07128;0.07128;0.07424;0.08013;0.07128
2020-04-30 Kl. 16-17;0.07100;0.07100;0.07395;0.08013;0.07100
2020-04-30 Kl. 17-18;0.07058;0.07058;0.07184;0.07968;0.07058
2020-04-30 Kl. 18-19;0.07269;0.07269;0.07354;0.07404;0.07269
